sn,sentence/context,polysemy_word,definition
1961,My son want to buy a pencil case.,case,
1962,Several customer had written check that bounced.,check,
1963,She ripped out a check and signed it.,check,
1964,She gave me a bank check instead of cash.,check,
1965,Technology has pretty much eliminated the need for me to sign check.,check,
1966,Pay with check is good habit.,check,
1967,It is a good idea to check the flight departure time before you leave for the airport.,check,
1968,"I would like to check my balance, please.",check,
1969,He is advised to check his teeth twice a year by doctor.,check,
1970,The doctor will call next week to check on your progress.,check,
1971,We need to check our health regularly.,check,
1972,Check out the brakes of car.,check,
1973,a club member should resign in such a situation.,club,
1974,The club has unveiled plans to build a new stadium.,club,
1975,They excluded people under 18 from joining the club.,club,
1976,Our chess club really needs new member.,club,
1977, he joined a golf club,club,
1978,I m in the tennis club,club,
1979,I want to join a football club,club,
1980,He carried a club in self defense,club,
1981,He felt as if he had been hit with a club.,club,
1982,A club can be used for self defense.,club,
1983,An electric current can generate magnetism.,current,
1984,Some kinds of batteries can be recharged by connecting them to a source of direct current.,current,
1985,Switch off the electric current before changing the bulb.,current,
1986,Electric current is the passage of electricity through a wire.,current,
1987,Current flows in close circuit.,current,
1988,The swimmer was swept away by the water current,current,
1989,He was swept out to sea by the strong current.,current,
1990,The boat drifted with the current until it was miles from shore.,current,
1991,"In this sea, the water current is very strong.",current,
1992,He felt a current of air.,current,
1993,These visions are totally verifiable in current time.,current,
1994,She forced her mind back to the current issue.,current,
1995,They appeared more reasonable in his current state.,current,
1996,"She told Katie that Alex was back, but said nothing about their current situation.",current,
1997,She certainly shares our opinion that the current day Dawkins are a sorry lot.,current,
1998,They may try to ban you from day trading given the current climate.,current,
1999,The current balance owed was over four hundred dollars.,current,
2000,I arranged for some money to be sent from London to L.A. by bank draft.,draft,
2001,"Cheque and draft are used internationally, but not extensively",draft,
2002,You may send in your contributions in the form of cheque or draft or money orders directly addressed to.,draft,
2003,He realises his mistake and immediately gives a draft for the bounced cheque.,draft,
2004,The signed agreements will remain held in escrow until Neil receives the bank  s draft.,draft,
2005,This is only a rough draft - the finished article will have pictures too.,draft,
2006,She asked me to send the first draft of proposal.,draft,
2007,We decided to abandon the first draft of the report and start over.,draft,
2008,He pointed out that the latest chapter was only a draft and not the final version.,draft,
2009,Maybe later today I ll post my edited version of the draft.,draft,
2010,"It wasn t the first time she had seen a bear track, but it was the first time she had seen one that fresh.",bear,
2011,We sell all shapes and sizes of teddy bear.,bear,
2012,Emily hugged her teddy bear tightly to her chest.,bear,
2013,He had a scruffy old teddy bear which went by the name of Augustus.,bear,
2014,Polar bear lives in the Arctic.,bear,
2015,The illustrations show monstrous beasts with body like bear and head like tiger.,bear,
2016,"Since you will bear most of the responsibility, you should get the rewards.",bear,
2017,The bridge has to be strengthened to bear heavier load.,bear,
2018,Fans bear ing banner ringed the stadium.,bear,
2019,"The chair, too fragile to bear her weight, collapsed.",bear,
2020,I cannot bear this load,bear,
2021,"It is heavier, I cannot bear it.",bear,
2022,I had known her before,before,
2023,Let me know before you leave the city,before,
2024,You should always wash your hands before meal.,before,
2025,Before leaving he said goodbye to each of them.,before,
2026,"Before he could reach the door, she quickly closed it.",before,
2027,"Before we make a decision, does anyone want to say anything else?",before,
2028,In the line I am before you,before,
2029,Ram is standing before Sita,before,
2030,My office lies just before the bank,before,
2031,It took courage to stand before a courtroom full of people.,before,
2032,They stand up before a whole roomful of people,before,
2033,I paid the electricity bill this week.,bill,
2034,You kindly pay the phone bill.,bill,
2035,"I can t afford this hospital bill, anyway.",bill,
2036,"Wait, I will pay the bill",bill,
2037,He paid a hundred dollar bill from his money ,bill,
2038,The bill must be paid in full by the end of the month.,bill,
2039,There is a ten percent service charge included in the bill.,bill,
2040,They want to talk to you in connection with an unpaid tax bill.,bill,
2041,I need a VAT bill,bill,
2042,The bill was amended.,bill,
2043,When a bill is passed in Parliament it becomes law.,bill,
2044,The bill was defeated in the Commons by 249 vote to 131.,bill,
2045,An amendment to the bill was agreed without a vote.,bill,
2046,The opposition was in full cry in Parliament last night over the proposed changes to the education bill.,bill,
2047,Would you like a bit of chocolate?,bit,
2048,The glass smashed into little bit.,bit,
2049,There were bit of paper all over the floor.,bit,
2050,She tries to do a bit of exercise every day.,bit,
2051,We may as well finish off this pie - there s only a little bit left.,bit,
2052,That salmon was very expensive so make sure you eat up every bit.,bit,
2053,We need every bit of evidence we can find.,bit,
2054,We showed a little bit on videotape.,bit,
2055,A single bit of data.,bit,
2056,A bit contains a single binary value of 0 or 1.,bit,
2057,Data transfer rate is measured in bit.,bit,
2058,Can I run 32 bit program on a 64 bit computer?,bit,
2059,32 bit instruction set is used,bit,
2060,It is a 64 bit computer.,bit,
2061,The size of the memory is 1024 bit,bit,
2062,He is feeling blue after he lost the job.,blue,
2063,I don t know what s wrong – I just feel blue.,blue,
2064,He s been a bit blue since she left him.,blue,
2065,He was blue after his defeat,blue,
2066,She handed him a light blue shirt.,blue,
2067,a faded blue shirt,blue,
2068,pale blue eyes,blue,
2069,She s got fair hair and blue eyes.,blue,
2070,She wore a pale blue hat.,blue,
2071,For weeks we had cloudless blue sky.,blue,
2072,I caught a tantalizing glimpse of the sparkling blue sea through the trees.,blue,
2073,Police are looking for a small blue car.,blue,
2074,He was boil ing with rage.,boil,
2075,Hearing about people kidnapping little children just makes my blood boil.,boil,
2076,Parents who beat their children really make my blood boil.,boil,
2077,The way he treats his children makes my blood boil.,boil,
2078,Liquid nitrogen boil at a very low temperature.,boil,
2079,She scalded herself on some boil ing water.,boil,
2080,"If you give water to a small baby to drink, you have to boil it first.",boil,
2081,"Ask Simon to cook the meal? Come off it, he can hardly boil an egg.",boil,
2082,"As water begins to boil, bubbles rise ever faster to the surface.",boil,
2083,"To make a thicker sauce, reduce the ingredients by boil ing for five minutes.",boil,
2084,Water boil at 100° Celsius.,boil,
2085,Stir the sauce gently until it begins to boil.,boil,
2086,Flanged joints are made to bolt together on washer of vulcanized rubber.,bolt,
2087,Tom bolt ed the door,bolt,
2088,Did he bolt the door?,bolt,
2089,We need a nut that will fit that bolt,bolt,
2090,Have you locked and bolt ed the door?,bolt,
2091,The thief tried to make a bolt for the exit.,bolt,
2092,"Frightened by the car horn, the horse bolt ed.",bolt,
2093,"At the first whiff of smoke, the horse bolt ed from the barn.",bolt,
2094,He bolt ed to escape.,bolt,
2095,Long novel made me feel bore.,bore,
2096,All he talks about is money – he s such a bore.,bore,
2097,He talks too much - he is a bore.,bore,
2098,This drill can bore through rock.,bore,
2099,Bore a hole in the wall to pass the cable through.,bore,
2100,He used a drill to bore a hole in the wall.,bore,
2101,They are called to bore a hole in ground,bore,
2102,The workmen bore through the rock.,bore,
2103,Bore the ground to make well,bore,
2104,These birds bore a hole in tree.,bore,
2105,It s your turn to bowl.,bowl,
2106,She bowl ed a strike.,bowl,
2107,I did not get a turn to bowl in this game,bowl,
2108,a bowl of rice,bowl,
2109,a bowl of porridge,bowl,
2110,She eats a bowl of cereal every morning.,bowl,
2111,Sift the flour and baking powder into a mixing bowl.,bowl,
2112,"In a large bowl, mix together the flour, sugar, and raisins.",bowl,
2113,Would you like a bowl of soup?,bowl,
2114,I bought a wooden salad bowl at the local craft fair.,bowl,
2115,Crack three eggs into a bowl and mix them together.,bowl,
2116,Could you put these apples in the fruit bowl?,bowl,
2117,Take an egg and break it into the bowl.,break,
2118,It caused break my leg.,break,
2119,"If you force the zip, it ll break.",break,
2120,His mother scolded him for break ing her favourite vase.,break,
2121,I dropped the vase and it got break into pieces.,break,
2122,I think I have to break your phone.,break,
2123,We heard the sound of break ing glass.,break,
2124,Finally there was a break in the rain and we went out.,break,
2125,I ll make us a cup of tea in the next break.,break,
2126,a coffee break,break,
2127,a lunch break,break,
2128,We ll take another break at 3.30.,break,
2129,Do you usually take afternoon break?,break,
2130,How long is the Christmas break this year?,break,
2131,We decided to have a weekend break in Paris.,break,
2132,I ll read your report over the Christmas break.,break,
2133,Tie your seatbelt tightly with buckle.,buckle,
2134,a silver buckle in my belt,buckle,
2135,tie the belt with buckle,buckle,
2136,The intense heat from the fire had caused the factory roof to buckle.,buckle,
2137,I felt faint and my knees began to buckle.,buckle,
2138,The force of the collision buckle the pole.,buckle,
2139,One cabinet with glass door displayed relics ,cabinet,
2140,Valuable pieces of china were on display in a glass cabinet.,cabinet,
2141,filing cabinet,cabinet,
2142,Here are photographs of a family on display in a glass cabinet.,cabinet,
2143,I also made some speaker cabinet.,cabinet,
2144,President Jackson called a cabinet meeting.,cabinet,
2145,The prime minister appoints the member of his cabinet.,cabinet,
2146,The President is completing the selection of his new Cabinet.,cabinet,
2147,a cabinet post,cabinet,
2148,a cabinet minister,cabinet,
2149,The president has accused a cabinet minister of working secretly to undermine him.,cabinet,
2150,The cabinet will also attend the meeting ex-officio.,cabinet,
2151,The Minister wished it to be known that he had left the cabinet of his own volition.,cabinet,
2152,You can use the phone if you want to,can,
2153,They can run fast,can,
2154,I can speak Italian,can,
2155,Can you drive?,can,
2156,She can speak four languages.,can,
2157,Can you read that sign from this distance?,can,
2158,Cats can see in the dark.,can,
2159,an oil can is outside,can,
2160,a can of paint is enough to color this wall,can,
2161,I had a can of soup for lunch.,can,
2162,I have a beer can.,can,
2163,Open the beer can.,can,
2164,There are six cola can in freeze,can,
2165,I bought a chair and table for my son.,chair,
2166,He is sitting in chair.,chair,
2167,There is an arm chair in room.,chair,
2168,The leg of this chair is broken.,chair,
2169,He fell sleep in his chair.,chair,
2170,He put his jacket over the chair and sat down.,chair,
2171,Who will take the chair at the next meeting?,chair,
2172,She is the chair of the board of governors at a local school.,chair,
2173,He was appointed to the Chair of Physics at Cambridge in the early 20th century.,chair,
2174,She is the chair of this organization,chair,
2175,We must open the channel of communication between the two countries.,channel,
2176,This channel is for data communication,channel,
2177,This channel is for video transmission,channel,
2178,It is a multi channel device,channel,
2179,The rain ran down a small channel into the river.,channel,
2180,We swim through the channel into the harbour.,channel,
2181,They dug large channel to drain the fields.,channel,
2182,There is irrigation channel in this flat agricultural land.,channel,
2183,The boat has to pass through this narrow channel.,channel,
2184,She has been charge d with murder.,charge,
2185,She is charge d with murdering her husband.,charge,
2186,Two sisters have been charge d with murder.,charge,
2187,He tried to run away from the police and was charge d with resisting arrest.,charge,
2188,He was charge d with driving 75 mph in a 55 mph zone.,charge,
2189,Several England supporters were arrested and charge d with disturbing the peace after the match.,charge,
2190,Six rugby internationals were charge d with taking drugs to improve their performance.,charge,
2191,There is an admission charge of £5.,charge,
2192,They fixed my watch free of charge.,charge,
2193,Adults pay an admission charge but children get in free.,charge,
2194,The charge for local calls will not alter.,charge,
2195,Interest charge on an overdraft are usually quite high.,charge,
2196,Prescription charge is rising in June.,charge,
2197,I just want a basic bank account with low charge.,charge,
2198,I ve seen a clip from the film.,clip,
2199,Here is a clip from her latest movie.,clip,
2200,The BBC World Service Television news showed the same video clip.,clip,
2201,How can I extract the audio from the video clip?,clip,
2202,I ve seen a clip from the movie.,clip,
2203,She put a clip in her hair.,clip,
2204,Do you have a paper clip? ,clip,
2205,Use a clip to put paper together.,clip,
2206,They bought another set of paper clip.,clip,
2207,We lost all the paper clip while moving to another room.,clip,
2208,The coach issued a diktat that all team members must attend early-morning practice.,coach,
2209,Our football coach has worked hard to inculcate a team spirit into the player.,coach,
2210,The world s number one tennis player and his coach parted company earlier this month.,coach,
2211,We got a rollicking from the coach at half time.,coach,
2212,He is our tennis coach.,coach,
2213,My math coach is coming..,coach,
2214,Tom is Mary s basketball coach.,coach,
2215,I ll go to Boston by deluxe coach.,coach,
2216,A coach is a type of bus used for conveying passenger.,coach,
2217,The coach arrived at bus station.,coach,
2218,The coach has air conditioning and reclining seat.,coach,
2219,The coach stopped for us to eat lunch.,coach,
2220,The pick-up point for the long-distance coaches is now in the new bus station.,coach,
2221,"The coach, taking children on a school trip, careered down a slope and collided with a bank.",coach,
2222,a coach trip is good,coach,
2223,There is a big monument column in the center of city.,column,
2224,There is a column of refugee. ,column,
2225,"Due to jam, there is column of bus in the road.",column,
2226,They work for a software company.,company,
2227,I work for Duggan and Company.,company,
2228,No smoking is company policy.,company,
2229,The commercial future of the company looks very promising.,company,
2230,The company is concentrating on developing new product.,company,
2231,The law obliges company to pay decent wage to their employee.,company,
2232,they work in TATA company.,company,
2233,I work in Volkswagen company.,company,
2234,I just enjoy his company.,company,
2235,I enjoy my own company.,company,
2236,I love your company,company,
2237,The crane lift ed the container off the ship.,crane,
2238,We are one of the top crane hire company in the country.,crane,
2239,At the time he was working as a crane operator.,crane,
2240,The crane is used to lift the bus.,crane,
2241,The crane is used in construction to lift the heavy load,crane,
2242,A crane raises heavy construction materials.,crane,
2243,We hire a crane to lift the new air conditioner and place it on the roof.,crane,
2244,The crane is a large and strong bird.,crane,
2245,Crane is big beautiful bird.,crane,
2246,Crane has long neck and leg.,crane,
2247,That bird is crane.,crane,
2248,Crane can fly long distance.,crane,
2249,Crane eats fish.,crane,
2250,Crane is a large water bird.,crane,
2251,I had this suit custom made for me.,custom,
2252,It is a custom designed bike,custom,
2253,I have custom built software,custom,
2254,The company was founded in 1921 as a builder of custom home.,custom,
2255,Tom is very proud of his custom bike. ,custom,
2256,Have you ever had anything custom made? ,custom,
2257,She covered her head out of deference to Muslim custom.,custom,
2258,"The women gathered around the coffin and began to wail, as was the custom in the region.",custom,
2259,The song was a custom handed down through the generation.,custom,
2260,What custom do you have for New Year in your county?,custom,
2261,Social custom vary from country to county.,custom,
2262,This evil custom must be abolished.,custom,
2263,It s a custom to celebrate Christmas. ,custom,
2264,My internet connection was cut off.,cut,
2265,We need to cut our advertising cost.,cut,
2266,Computerization should enable us to cut production cost by half.,cut,
2267,Our expectations are that the UK will cut its interest rate.,cut,
2268,The government announced today that it is to cut funding for the arts for next year.,cut,
2269,My son has a deep cut with knife.,cut,
2270,Use knife carefully- you can have a cut in your hand.,cut,
2271,Apply Betadine in the cut soon.,cut,
2272,It is not so deep cut.,cut,
2273,They announced the date of their wedding in the newspaper.,date,
2274,Today  s date is 11 June ,date,
2275,What is your date of birth?,date,
2276,The closing date for applications is the end of this month.,date,
2277,Do you know the date of Caroline and Matthew s wedding?,date,
2278,Application received after the closing date will not be accepted.,date,
2279,Would you have a date with a man ten years younger than yourself?,date,
2280,Their parents didn t approve of their relationship so they had to make a date in secret.,date,
2281,He has a hot date with a woman.,date,
2282,I ve got a date with a girl from work tonight.,date,
2283,So who s your date tonight?,date,
2284,Martha threw back the cover and bounced out of bed.,cover,
2285,Do you have a protective cover over the mattress?,cover,
2286,Wash the bed cover today.,cover,
2287,I always us soft bed cover.,cover,
2288,I have fiber bed cover.,cover,
2289,I keep my computer printer under a protective plastic cover.,cover,
2290,Remove the packaging and pierce the plastic cover before microwaving.,cover,
2291,The book has a diagonal black stripe on the cover.,cover,
2292,I ll use this material to make some new chair cover.,cover,
2293,She puts a plastic cover was over her keyboard to keep the dust off.,cover,
2294,She won the 400 metre race with ease.,ease,
2295,The doors are extra wide for ease of access,ease,
2296,They reach their target with ease.,ease,
2297,She won the gold with ease.,ease,
2298,Nuclear rockets can destroy airfields with ease.,ease,
2299,He has a life of ease.,ease,
2300,They paid their loan and now have life of ease,ease,
2301,He engage d with her and gave gold ring,engage,
2302,They engage d to carry out their common goal.,engage,
2303,She went to bank to make change of money.,change,
2304,She agreed to pay the bill as I had no change.,change,
2305,The waitress asked to keep the change.,change,
2306,I decided to change my job.,change,
2307,Did you change your dress?,change,
2308,I want to change my habit.,change,
2309,I m going to change my shirt.,change,
2310,Chip a soccer ball over a defender s head without hitting it.,chip,
2311,He watched Soccer Training video focused on how to chip like Messi.,chip,
2312,When you are coaching soccer passing skills show your player how to chip ball.,chip,
2313,You can learn how to chip the ball easily.,chip,
2314,Fried potato chip were first introduced in the United States by Thomas Jefferson in the late 18th century. ,chip,
2315,Potato chip are delicious.,chip,
2316,Place potato chip into a large bowl of cold water as you slice.,chip,
2317,You can make healthy and delicious potato chips in the microwave.,chip,
2318,Order a plate of potato chip,chip,
2319,I like potato chip,chip,
2320,The black buck is also known as the Indian antelope,buck,
2321,"Black buck is strikingly handsome animal with long, spiraling horn marked with rings and distinctly marked faces with white patches around their eyes.",buck,
2322,Black buck antelope are now very rare. ,buck,
2323,That is a deer buck.,buck,
2324,It is a rabbit buck.,buck,
2325,Can I borrow a couple of buck?,buck,
2326,He charged me 20 buck for a new hubcap.,buck,
2327,He earns mega buck working for an American bank.,buck,
2328,It cost me ten buck.,buck,
2329,You ll save a few extra buck if you order it online.,buck,
2330,Can I borrow twenty buck?,buck,
2331,I am learning to drive.,drive,
2332,they drive a red sports car.,drive,
2333,I asked him to drive more slowly.,drive,
2334,The police fined her since she drive d through a red light.,drive,
2335,The police spotted him drive (ing) a stolen car.,drive,
2336,"We drive along a narrow, bumpy road.",drive,
2337,You drive the kids to school every morning.,drive,
2338,They used dogs to drive the sheep into a pen.,drive,
2339,Her husband s violent and abusive behavior caused to drive her to the verge of despair.,drive,
2340,massive greed drive her to this situation,drive,
2341,They drive buffalo into the barn,drive,
2342,No one noticed that the boat had begun to drift out to sea.,drift,
2343,The smoke drift ed down wind.,drift,
2344,The boat drift ed westwards in the prevailing wind.,drift,
2345,The damaged boat drift ed for days before it was finally taken in tow.,drift,
2346,The country seems to be drift ing towards war.,drift,
2347,The balloon drift ed  away from the ground.,drift,
2348,A drift in the language can be noticed.,drift,
2349,"As the time passes, the words in language will drift",drift,
2350,You must draw the line somewhere.,draw,
2351,Take a sheet of paper and draw a line down the middle.,draw,
2352,Draw a straight line across the top of the page.,draw,
2353,Draw a circle six centimeters in diameter.,draw,
2354,I draw a picture,draw,
2355,Draw the block diagram of computer,draw,
2356,The result was a draw.,draw,
2357,"The hockey game ended in a draw, 2 to 2.",draw,
2358,Liverpool draw a game with West Ham United last week.,draw,
2359,"Ties or draw are possible in some, but not all, sport and game.",draw,
2360,The football game ended in draw.,draw,
2361,There is draw in game,draw,
2362,We have to develop a new policy to deal with the problem.,develop,
2363,The company is spending $650 million to develop new technology.,develop,
2364,The president has agreed to allocate further funds to develop the new submarine.,develop,
2365,They are now develop ing ways to produce the vaccine in large quantities and cheaply.,develop,
2366,They have develop ed a new process for extracting aluminium from bauxite.,develop,
2367,A German company collaborated with a Swiss firm to develop the product.,develop,
2368,They develop the land into a new park for the children.,develop,
2369,They develop a new airport after shutting down the previous one.,develop,
2370,The mayor promised to develop the area in a year.,develop,
2371,We have develop ed the village into town.,develop,
2372,Two writers collaborate on the script for the film.,collaborate,
2373,A German company agreed to collaborate with a Swiss firm to develop the product.,collaborate,
2374,The British and Italian police agreed to collaborate in catching the terrorists.,collaborate,
2375,The professor would like for us to collaborate on our project.,collaborate,
2376,He betrayed his teammates after collaborating with the enemy.,collaborate,
2377,5 people were killed because someone collaborated with enemy.,collaborate,
2378,His manner is a very calm ,calm,
2379,"Now keep calm everyone, the police are on their way.",calm,
2380,He seemed calm on the surface although I suspect he was furious inside.,calm,
2381,You ve got to appear calm in an interview even if you re terrified underneath.,calm,
2382,He usually stays quite calm in meetings but this time he just lost his head.,calm,
2383,She spoke with calm assurance.,calm,
2384,"In a calm sea, everyone feel pleasant.",calm,
2385,The sea was calm and still.,calm,
2386,The sea was as calm as a millpond.,calm,
2387,"In calm weather, there is no wind",calm,
2388,I got clear instructions,clear,
2389,Can we make the sound any clear?,clear,
2390,Our new television has a very clear picture.,clear,
2391,"It  is written in clear, comprehensible English.",clear,
2392,Her ideas were clear and logically presented.,clear,
2393,I left clear instructions that no one was to come in my office.,clear,
2394,He spoke in a clear voice.,clear,
2395,It wasn t clear what he meant.,clear,
2396,The water in the river is clear.,clear,
2397,The air in the city is clean and clear.,clear,
2398,I have a clear bag.,clear,
2399,Give me a clear plastic bag to put my things.,clear,
2400,The sky is clear today.,clear,
2401,He who makes constant complaint gets little compassion.,constant,
2402,We should keep our constant  friendship ,constant,
2403,The constant pain made her life intolerable.,constant,
2404, She was in constant physical pain.,constant,
2405,She had a constant parade of young men coming to visit her.,constant,
2406,The velocity of light is a constant,constant,
2407,This value is constant,constant,
2408,The value of constant is never changed,constant,
2409,The speed of the bus is constant,constant,
2410,The force is constant,constant,
2411,You can feel cool day,cool,
2412,I am sleeping In cool room,cool,
2413,Drink cool water,cool,
2414,I can feel cool weather,cool,
2415,In cool climate you have to grow tropical plants under glass.,cool,
2416,Angie s got some cool new sunglasses.,cool,
2417,"I know it won t look very cool, but this hat will keep the sun out of your eyes.",cool,
2418,You look cool.,cool,
2419,Your dress is really cool,cool,
2420,He is a cool man,cool,
2421,Bend the stick,bend,
2422,Bend the rod,bend,
2423,Bend the wire,bend,
2424,"When I bend ruler, it may break",bend,
2425,Light rays bend as they pass from air to water.,bend,
2426,She couldn t bend her leg properly.,bend,
2427,There s a bend in the pipe so you can t see from one end to the other.,bend,
2428,The car came around the bend on the wrong side of the road.,bend,
2429,He came off the road while driving his car around a bend at high speed.,bend,
2430,The river broadens out around the next bend.,bend,
2431,Be careful when you re cycling because there are several sharp bend along the route.,bend,
2432,She is a woman of great charm,charm,
2433,It s a town with a lot of old-world charm.,charm,
2434,I was dazzled by his charm and good look.,charm,
2435,I never could resist the charm of the city.,charm,
2436,I don t trust that easy charm of his.,charm,
2437,He was an actor of effortless charm.,charm,
2438,He s totally lacking in charm.,charm,
2439,Many people carry good luck charm.,charm,
2440,I bought a good luck charm.,charm,
2441,She has a lucky charm,charm,
2442,People still believe on luck charm.,charm,
2443,It is believed that luck charm brings happiness in life,charm,
2444,The exact distance is 1.838 metres.,exact,
2445,The exact time of the accident was 2.43 p.m.,exact,
2446,The exact location of the factory has yet to be decided.,exact,
2447,I looked the word up in the dictionary to check the exact meaning.,exact,
2448,We don t yet know the exact meaning of the agreement.,exact,
2449,The exact number of casualties still hasn t been confirmed.,exact,
2450,I forget the exact age difference between Mark and his brother - they re two or three years apart.,exact,
2451,Mystery still surrounds the exact circumstances of Stalin s death.,exact,
2452,to exact revenge on someone,exact,
2453,"The blackmailer exact ed a total of $100,000 from their victims.",exact,
2454,Creditor may exact penalty if the borrower defaults.,exact,
2455,Bank may exact fine if borrower did not pay in time.,exact,
2456,You should not exact such an excessive charge.,exact,
2457,Both sides played well - it was a very even contest.,even,
2458,The weather forecast said that there s an even chance of thunderstorms tonight.,even,
2459,The chance of her getting the job are about even.,even,
2460,They have an even bet,even,
2461,"Halfway through the tournament Montgomery and Woods were even, but then Woods drew ahead.",even,
2462,It really wasn t an even contest - the other team was far stronger than us.,even,
2463,The children complained that the pieces of pizza were not even in size.,even,
2464,He probably didn t even realize what he said.,even,
2465,I don t even know where it is.,even,
2466,Everyone I know likes the smell of bacon - even Mike does and he s a vegetarian.,even,
2467,It s a very difficult job - it might even take a year to finish it.,even,
2468,"""I never cry."" ""Not even when you hurt yourself really badly?""",even,
2469,The new varieties of wheat grow well even in unfertilized soil.,even,
2470,They re going away on a training course next week.,course,
2471,I d like to do a writing course when I retire.,course,
2472,Tim did a three-year course in linguistics at Newcastle.,course,
2473,I did a course in creative writing.,course,
2474,Julie has signed up for course on French this year.,course,
2475,There are still some vacancies for students in engineering courses.,course,
2476,"The course comprises a class book, a practice book and an audiotape.",course,
2477,She s been offered a place on the nursing course.,course,
2478,He spends every weekend out on the golf course.,course,
2479,We walked the course the horses would have to run later.,course,
2480,The race was cancelled because the course was waterlogged.,course,
2481,He ran the course in less than an hour.,course,
2482,Flags mark the course the cyclist will be taking.,course,
2483,Don t throw your apple core on the floor.,core,
2484,"The core of earth is a hot, molten mix of iron and nickel.",core,
2485,The core of planet has huge amount of energy,core,
2486,The earth has a core and a mantle around it.,core,
2487,The earth core contains vast amounts of energy.,core,
2488,They are cutting back production of some of their core products.,core,
2489,The final status negotiations would focus on the core issues of the peace process.,core,
2490,The company s core operations include entertainment and aviation.,core,
2491,We want to appeal to our core supporters without turning off undecided voters.,core,
2492,they have focused on core activities,core,
2493,They started to provide core services to their customers,core,
2494,Cookie is message that web server pass to your web browser when you visit Internet sites.,cookie,
2495,A cookie in a web site keep track of information about your browsing on that site. ,cookie,
2496,One of the key reasons web site use cookie is to distribute the information storage. ,cookie,
2497,A cookie was stored on a web site,cookie,
2498,Delete the cookie from the browser,cookie,
2499,He bought a pack of cookie,cookie,
2500,She like cookie in breakfast,cookie,
2501,Children are eating cookie,cookie,
2502,buy cookie and biscuit for me,cookie,
2503,put the cookie in the plate,cookie,
2504,Don t let that glue come into contact with your skin.,contact,
2505,Have you been in contact with anyone with the disease?,contact,
2506,He hates physical contact of any kind - he doesn t even like to shake your hand.,contact,
2507,He is very shy and never makes eye contact.,contact,
2508,It is possible to pass on the virus to others through physical contact.,contact,
2509,The AIDS virus is spread through contact with blood and other body fluids.,contact,
2510,Don t let the cloth come into contact with anything greasy.,contact,
2511,He tends to avoid all physical contact.,contact,
2512,You can contact us by email or fax.,contact,
2513,"For more information about the job, please contact the personnel manager.",contact,
2514,"Should you ever need anything, please don t hesitate to contact me.",contact,
2515,I ve been trying to contact you all day.,contact,
2516,"I tried to contact him at his office, but he wasn t in.",contact,
2517,You can contact me on my phone,contact,
2518,"They think she killed her husband, but they have no concrete evidence.",concrete,
2519,He drew attention to the absence of concrete evidence against the defendant.,concrete,
2520,"I have a suspicion that he s having an affair, though I don t have any concrete proof.",concrete,
2521,We have not yet received a concrete proposal.,concrete,
2522,We do not have yet concrete plan. ,concrete,
2523,They had no concrete idea.,concrete,
2524,I need concrete evidence.,concrete,
2525,He broke up the concrete block with a hammer.,concrete,
2526,The terminal was constructed of reinforced concrete,concrete,
2527,Concrete is a mixture of sand and cement.,concrete,
2528,The path is paved with concrete slab.,concrete,
2529,The home has a concrete floor,concrete,
2530,There is a concrete path,concrete,
2531,a grey concrete building,concrete,
2532,The bomb shelter has concrete wall that is three metres thick.,concrete,
2533,The foundation of the house is built from rubble overlaid with concrete ,concrete,
2534,A row of reinforced concrete pillar supports the bridge.,concrete,
2535,Weeds were pushing up through the crack in the concrete.,concrete,
2536,Don t walk on the concrete until it has set.,concrete,
2537,I find it hard to get my mind round such complex issue.,complex,
2538,The structure of this protein is particularly complex.,complex,
2539,It is a simple melody with complex harmony.,complex,
2540,The writer has used several complex grammatical construction.,complex,
2541,She always manages to cut through the complex theory and get at the facts.,complex,
2542,a complex network of roads is designed ,complex,
2543,a complex procedure is developed,complex,
2544,They live in a large apartment complex.,complex,
2545,They re planning to develop the whole site into a shopping complex.,complex,
2546,The hotel complex was a honeycomb of rooms and courtyards.,complex,
2547,The Council plans to knock the library down and replace it with a hotel complex.,complex,
2548,The office complex has an on-site nursery.,complex,
2549,They are building a new sports complex on the waterside.,complex,
2550,an apartment complex for elderly people,complex,
2551,He was sent to prison for a crime that he didn t commit.,commit,
2552,He is forced to commit a murder,commit,
2553,She did not commit adultery,commit,
2554,to commit an offence,commit,
2555,Soldiers who obey orders to commit atrocity should be answerable for their crime.,commit,
2556,They were imprisoned for incitement to commit grievous bodily harm.,commit,
2557,Fresh evidence has recently come to light which suggests that he didn t in fact commit the murder.,commit,
2558,She tried to commit suicide by slashing her wrists.,commit,
2559,Many people in public life commit adultery.,commit,
2560,"Like so many men, he has problems that commit himself to a relationship.",commit,
2561,The government must commit itself to improve healthcare.,commit,
2562,Once we commit to this course of action there is no going back.,commit,
2563,Perhaps we should commit these ideas to paper before we forget them.,commit,
2564,Can you commit to a firm date for the building work?,commit,
2565,We commit ourselves to stamping out racism in our organization.,commit,
2566,She finds it hard to commit to just one man.,commit,
2567,We just coasted down the other hill,coast,
2568,The accident happened three miles off the sea coast.,coast,
2569,We spent a week by the sea coast.,coast,
2570,We drove down to the windswept Atlantic coast of Portugal.,coast,
2571,The boat sailed to the coast.,coast,
2572,The ship lies off the coast of Spain.,coast,
2573,Thousands of day trippers flock to resorts on the south coast. ,coast,
2574,He plans to hitch right round the coast of Ireland.,coast,
